year,month,date_reported,arrest_date,borough,offense_category,offense_description,bias_motive,offense_category
2019,July,07/08/2019,07/09/2019,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,July,07/09/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,July,07/26/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,July,07/27/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,July,07/06/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,July,07/22/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,July,07/13/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,July,07/19/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,July,07/23/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,July,07/15/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,July,07/14/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2019,July,07/09/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/26/2020,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-MULTI-RACIAL GROUPS,Race/Color
2020,July,07/10/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Religious Practice
2020,July,07/04/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/14/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,July,07/08/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,July,07/17/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2021,July,07/21/2021,08/28/2021,BRONX,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,July,07/01/2021,09/21/2021,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,July,07/17/2021,09/10/2021,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2021,July,07/30/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,July,07/27/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,July,07/04/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/25/2022,01/05/2023,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-EASTERN ORTHODOX,Religion/Religious Practice
2022,July,08/01/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/07/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/11/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,07/31/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/27/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,July,07/28/2022,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,July,07/02/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-ASIAN,Race/Color
2022,July,07/26/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,July,09/14/2022,,QUEENS,FELONY,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2022,July,07/26/2022,,QUEENS,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/08/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-WHITE,Race/Color
2019,August,07/07/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,August,08/28/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,August,08/16/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/15/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/12/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-WHITE,Race/Color
2019,August,08/04/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,August,08/07/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/17/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/20/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/30/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/04/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/25/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/20/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,August,08/20/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-TRANSGENDER,Gender
2019,August,08/07/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,August,08/21/2020,08/21/2020,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,August,08/31/2020,03/24/2021,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,August,08/24/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,August,08/01/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,August,08/06/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,August,08/13/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,August,08/09/2021,09/12/2021,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2021,August,08/16/2021,08/16/2021,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/12/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,August,08/03/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,August,08/30/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,August,08/07/2022,08/07/2022,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/16/2022,09/17/2022,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-HINDU,Religion/Religious Practice
2022,August,08/27/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/26/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/05/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2022,August,08/21/2022,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2022,August,08/25/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/17/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,August,08/14/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2022,August,08/03/2022,,QUEENS,FELONY,CRIMINAL MISCHIEF,ANTI-HINDU,Religion/Religious Practice
2019,September,09/25/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/14/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/11/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/15/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MUSLIM,Religion/Religious Practice
2019,September,09/30/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/26/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/03/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,September,10/02/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,September,09/01/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,September,09/26/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,September,09/24/2020,09/24/2020,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,September,09/03/2020,03/24/2021,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,September,09/18/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2020,September,10/19/2020,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2020,September,09/27/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,September,09/24/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,September,09/29/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,September,09/25/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/17/2021,09/17/2021,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/17/2021,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2021,September,09/05/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,September,09/17/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/22/2022,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/20/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2022,September,09/28/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/24/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/20/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,September,09/03/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,September,09/21/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,October,10/05/2019,10/23/2019,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,October,10/13/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/22/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2019,October,10/10/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/22/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/07/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,October,10/26/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,October,10/14/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/07/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/03/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2019,October,10/18/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/17/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2019,October,10/17/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/08/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/15/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/11/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,October,10/22/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/24/2020,10/24/2020,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/18/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-ASIAN,Race/Color
2020,October,10/10/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,October,10/22/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/06/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/20/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,October,10/16/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2020,October,10/03/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/09/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2020,October,10/27/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,October,10/23/2020,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,October,10/15/2021,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,October,11/03/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-ASIAN,Race/Color
2021,October,10/29/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-WHITE,Race/Color
2021,October,10/24/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-ASIAN,Race/Color
2022,October,10/28/2022,11/09/2022,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2022,October,10/29/2022,11/09/2022,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2022,October,10/03/2022,10/03/2022,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2022,October,10/19/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,October,10/12/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/31/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,October,10/18/2022,,QUEENS,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2022,October,10/20/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-RELIGIOUS PRACTICE GENERALLY,Religion/Religious Practice
2019,November,11/03/2019,11/03/2019,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-CATHOLIC,Religion/Religious Practice
2019,November,11/20/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/28/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-WHITE,Race/Color
2019,November,11/25/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2019,November,11/27/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-OTHER RELIGION,Religion/Religious Practice
2019,November,11/15/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,November,11/13/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-LGBT (MIXED GROUP),Sexual Orientation
2019,November,11/26/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/03/2020,12/08/2020,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/21/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2020,November,11/18/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,November,11/01/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,November,12/04/2021,09/28/2022,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/29/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MUSLIM,Religion/Religious Practice
2021,November,11/30/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/12/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/10/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/13/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,November,11/13/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-WHITE,Race/Color
2021,November,11/11/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,11/16/2021,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,November,12/06/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,November,11/12/2021,,MANHATTEN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/22/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/04/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/04/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,November,11/08/2022,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/12/2019,12/13/2019,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-MUSLIM,Religion/Religious Practice
2019,December,12/07/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/30/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/29/2019,,BROOKLYN,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/12/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2019,December,12/11/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2019,December,12/05/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,December,12/28/2019,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,December,12/30/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2020,December,12/21/2020,,BROOKLYN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2021,December,12/20/2021,12/20/2021,BRONX,FELONY,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,December,12/12/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/29/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
2021,December,12/09/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2021,December,12/08/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/15/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,December,12/14/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2021,December,12/19/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2022,December,12/15/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BUDDHIST,Religion/Religious Practice
2022,December,12/05/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2022,December,12/28/2022,,QUEENS,FELONY,CRIMINAL MISCHIEF,ANTI-JEWISH,Religion/Religious Practice
2022,December,12/06/2022,,QUEENS,MISDEMEANOR,CRIMINAL MISCHIEF,ANTI-BLACK,Race/Color
2021,April,04/22/2021,05/01/2021,BROOKLYN,MISDEMEANOR,CRIMINAL TRESPASS,ANTI-JEWISH,Religion/Religious Practice
2021,December,12/13/2021,,MANHATTEN,MISDEMEANOR,CRIMINAL TRESPASS,ANTI-BLACK,Race/Color
2023,June,06/10/2023,06/10/2023,QUEENS,FELONY,DANGERUS DRUGS,ANTI-JEWISH,Religion/Religious Practice
2022,February,02/25/2022,02/25/2022,MANHATTEN,FELONY,DANGEROUS WEAPONS,ANTI-JEWISH,Religion/Religious Practice
2022,April,04/16/2022,04/16/2022,MANHATTEN,FELONY,DANGEROUS WEAPONS,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation
2019,May,05/17/2019,05/17/2019,BROOKLYN,FELONY,DANGEROUS WEAPONS,ANTI-TRANSGENDER,Gender
2021,September,09/05/2021,09/05/2021,MANHATTEN,FELONY,DANGEROUS WEAPONS,ANTI-TRANSGENDER,Gender
2019,January,01/14/2019,01/14/2019,BROOKLYN,FELONY,FELONY ASSAULT,ANTI-TRANSGENDER,Gender
2020,January,01/01/2020,01/01/2020,BROOKLYN,FELONY,FELONY ASSAULT,ANTI-JEWISH,Religion/Religious Practice
2020,January,01/29/2020,01/29/2020,BROOKLYN,FELONY,FELONY ASSAULT,ANTI-ASIAN,Race/Color
2020,January,01/29/2020,,BROOKLYN,FELONY,FELONY ASSAULT,ANTI-ASIAN,Race/Color
2022,January,01/19/2022,01/19/2022,MANHATTEN,FELONY,FELONY ASSAULT,ANTI-ASIAN,Race/Color
2022,January,01/19/2022,01/19/2022,MANHATTEN,FELONY,FELONY ASSAULT,ANTI-HISPANIC,Ethnicity/National Origin/Ancestry
2022,January,01/09/2022,10/17/2022,MANHATTEN,FELONY,FELONY ASSAULT,ANTI-OTHER ETHNICITY,Ethnicity/National Origin/Ancestry
